QoS_type,QoS_type_EncryptionTime(ms),QoS_type_EncryptedSize(KB),QoD_model,QoD_model_EncryptionTime(ms),QoD_model_EncryptedSize(KB),QoD_os-version,QoD_os-version_EncryptionTime(ms),QoD_os-version_EncryptedSize(KB),QoS_operator,QoS_operator_EncryptionTime(ms),QoS_operator_EncryptedSize(KB),MOS,MOS_EncryptionTime(ms),MOS_EncryptedSize(KB)
4,2.250,91.222,2,2.452,91.214,11,2.293,91.096,3,2.371,91.192,5,2.375,91.129
2,2.570,91.090,2,2.255,91.123,11,2.273,91.344,3,2.562,91.115,4,2.323,91.163
2,2.292,91.151,9,2.829,91.192,2,2.508,91.184,2,2.284,91.196,4,2.196,91.143
4,2.170,91.169,2,2.258,91.159,11,2.427,91.235,3,2.333,91.093,5,2.835,91.196
5,2.424,91.175,2,2.247,91.229,11,2.327,91.092,4,2.248,91.088,5,2.291,91.097
4,2.269,91.148,2,6.476,91.130,11,4.436,91.245,3,2.305,91.094,4,2.258,91.174
5,2.425,91.158,9,2.320,91.254,16,2.250,91.207,4,2.316,91.104,4,4.103,91.268
4,2.678,91.220,2,2.940,91.147,11,2.325,91.271,1,2.672,91.256,3,3.107,91.109
5,3.357,91.160,8,2.300,91.151,8,2.357,91.178,1,2.288,91.155,4,4.515,91.153
5,2.844,91.178,8,2.293,91.208,9,2.309,91.167,1,2.279,91.260,4,2.394,91.260
4,3.837,91.169,2,2.486,91.271,11,9.659,91.197,3,4.048,91.165,4,2.893,91.180
5,2.333,91.250,8,3.840,91.171,8,4.049,91.200,4,2.327,91.215,3,2.275,91.155
5,2.339,91.111,12,2.317,91.211,17,2.262,91.164,4,3.774,91.131,3,4.631,91.237
4,2.568,91.151,2,2.205,91.112,11,2.535,91.135,4,2.327,91.223,3,2.284,91.252
4,2.284,91.148,2,3.981,91.229,11,2.288,91.154,3,2.260,91.188,4,2.475,91.209
2,2.852,91.160,2,2.596,91.245,11,2.331,91.188,3,2.599,91.265,4,2.465,91.039
4,2.256,91.125,13,2.354,91.267,12,2.238,91.205,3,2.291,91.180,4,3.016,91.167
5,2.233,91.082,2,2.229,91.168,11,2.222,91.119,4,3.485,91.212,5,2.608,91.145
4,2.632,91.122,2,2.291,91.153,11,2.442,91.098,4,3.628,91.209,4,2.283,91.180
4,2.547,91.135,2,2.413,91.150,11,2.303,91.253,3,2.396,91.212,4,2.440,91.111
5,3.839,91.155,2,2.547,91.196,11,3.930,91.137,1,2.251,91.244,5,3.937,91.228
5,2.574,91.115,8,4.158,91.196,9,2.381,91.072,1,2.321,91.149,2,2.299,91.261
4,2.552,91.255,2,2.334,91.181,11,2.367,91.101,3,2.408,91.194,3,2.413,91.282
4,2.964,91.164,2,2.823,91.202,11,2.309,91.165,3,2.185,91.084,4,2.272,91.224
2,4.007,91.193,2,3.910,91.077,11,5.610,91.229,3,2.501,91.129,5,2.222,91.090
5,2.251,91.231,8,2.403,91.096,8,4.321,91.122,4,2.413,91.188,4,2.778,91.195
4,2.466,91.229,2,2.229,91.147,11,2.215,91.120,3,2.306,91.269,5,2.329,91.196
5,2.303,91.164,11,2.242,91.229,15,2.693,91.176,4,4.056,91.113,5,4.640,91.147
2,2.253,91.176,2,3.916,91.166,11,2.995,91.135,3,2.276,91.202,4,2.382,91.143
5,2.207,91.234,8,2.342,91.188,8,2.320,91.157,3,2.533,91.279,5,2.428,91.216
5,2.340,91.116,8,2.280,91.283,9,2.414,91.177,4,2.188,91.189,3,2.241,91.216
4,2.261,91.196,2,2.342,91.143,11,2.384,91.117,3,2.387,91.206,4,2.290,91.191
4,2.447,91.219,2,2.621,91.149,11,2.238,91.215,1,2.629,91.226,5,2.342,91.115
2,2.298,91.226,9,2.282,91.195,2,2.250,91.170,3,2.395,91.160,4,2.432,91.117
5,2.424,91.256,8,2.308,91.168,9,2.389,91.215,1,2.685,91.140,1,2.452,91.229
2,3.803,91.077,2,3.894,91.145,11,2.321,91.264,3,4.668,91.210,4,2.359,91.230
5,2.392,91.157,8,2.270,91.156,8,2.410,91.109,1,2.379,91.112,4,2.419,91.212
4,2.427,91.184,2,2.236,91.162,11,3.069,91.223,3,2.271,91.129,5,2.298,91.182
2,2.409,91.229,2,2.320,91.116,11,2.994,91.091,3,2.690,91.134,4,2.456,91.217
4,2.232,91.131,2,2.284,91.041,11,2.353,91.219,3,2.385,91.099,4,2.219,91.147
4,2.393,91.199,2,2.320,91.201,11,2.249,91.146,3,3.051,91.232,5,2.610,91.258
2,2.762,91.195,2,2.327,91.096,11,2.476,91.197,3,2.383,91.197,4,3.941,91.173
4,2.360,91.259,2,2.303,91.181,11,2.638,91.182,3,2.584,91.201,5,2.706,91.156
2,2.279,91.264,2,2.333,91.104,11,2.870,91.149,3,3.106,91.168,5,3.995,91.233
4,2.519,91.173,2,2.350,91.168,11,2.484,91.162,3,2.758,91.221,4,2.314,91.144
5,8.849,91.151,8,2.348,91.115,9,2.428,91.156,4,3.859,91.261,3,3.732,91.152
2,3.323,91.158,2,2.400,91.226,11,2.321,91.168,3,2.334,91.191,4,2.323,91.230
2,2.315,91.212,2,2.313,91.208,11,4.004,91.061,3,2.488,91.155,5,2.381,91.190
5,3.922,91.117,11,2.253,91.185,15,2.494,91.256,4,2.366,91.164,3,3.864,91.142
2,2.322,91.190,2,2.294,91.166,11,4.165,91.184,3,2.362,91.180,4,2.259,91.255
2,4.313,91.214,2,4.094,91.144,11,3.701,91.200,3,4.189,91.138,4,2.280,91.173
4,4.381,91.174,2,2.382,91.093,11,2.319,91.211,3,2.790,91.257,5,2.277,91.082
2,2.279,91.227,8,2.295,91.229,8,2.224,91.159,3,2.419,91.215,5,2.642,91.282
4,2.483,91.193,2,2.322,91.178,11,2.364,91.189,3,3.901,91.188,5,2.356,91.138
2,2.486,91.154,10,2.288,91.099,1,3.971,91.133,1,4.014,91.174,3,3.864,91.088
5,2.279,91.220,8,2.298,91.219,9,2.661,91.149,4,2.455,91.119,1,2.265,91.204
2,2.342,91.215,2,2.292,91.129,11,2.290,91.122,3,2.458,91.287,4,3.793,91.159
2,3.991,91.176,2,2.686,91.205,11,2.563,91.216,3,2.259,91.053,4,2.339,91.170
5,2.239,91.139,2,2.350,91.145,11,2.214,91.184,1,2.279,91.135,4,3.882,91.185
4,4.433,91.195,2,2.437,91.243,11,2.235,91.145,3,2.373,91.177,4,2.499,91.070
5,3.798,91.232,0,3.668,91.196,0,2.447,91.135,4,3.872,91.161,4,2.270,91.161
5,2.294,91.227,9,2.660,91.225,3,2.709,91.193,4,3.986,91.184,3,2.247,91.165
4,2.304,91.156,2,8.061,91.180,11,3.414,91.195,3,2.766,91.170,5,3.929,91.146
4,4.550,91.203,8,3.668,91.222,9,3.031,91.168,3,4.734,91.191,4,4.177,91.171
4,4.347,91.195,2,2.381,91.213,11,2.713,91.168,3,2.974,91.271,5,2.884,91.187
2,3.877,91.183,8,2.219,91.133,9,2.274,91.221,3,2.374,91.232,4,2.226,91.243
2,2.488,91.227,2,2.327,91.163,11,2.216,91.188,3,2.367,91.146,4,2.250,91.190
5,2.298,91.232,9,2.307,91.156,16,3.491,91.219,4,2.380,91.088,5,4.059,91.129
5,2.494,91.124,9,2.885,91.201,2,2.713,91.100,1,4.072,91.106,4,2.444,91.233
4,2.563,91.167,2,3.798,91.153,11,3.765,91.163,2,3.828,91.269,5,3.555,91.327
2,2.247,91.240,2,2.290,91.187,11,2.287,91.171,3,2.342,91.192,4,2.399,91.228
2,2.232,91.134,2,2.285,91.177,11,4.023,91.166,3,2.267,91.166,4,2.269,91.227
5,2.264,91.100,9,3.201,91.207,3,2.291,91.212,4,2.223,91.213,3,2.247,91.184
2,2.261,91.248,2,2.294,91.228,11,2.516,91.258,3,4.022,91.104,4,5.569,91.223
2,2.275,91.163,2,2.293,91.162,11,2.283,91.193,3,2.227,91.257,4,2.276,91.201
4,2.487,91.222,2,2.390,91.110,11,2.626,91.184,3,2.334,91.107,4,2.195,91.175
5,2.306,91.195,10,2.795,91.054,1,3.002,91.107,1,2.336,91.300,5,2.316,91.132
2,2.236,91.194,2,2.214,91.251,11,2.431,91.178,3,2.350,91.231,4,2.950,91.057
4,2.297,91.122,9,2.234,91.158,2,2.217,91.079,2,3.320,91.212,5,2.297,91.213
5,2.750,91.157,2,3.899,91.153,11,3.111,91.184,4,3.979,91.169,5,2.685,91.177
2,2.387,91.207,8,2.339,91.156,9,2.641,91.151,3,2.690,91.248,4,2.507,91.099
2,2.347,91.208,2,2.297,91.153,11,2.936,91.231,3,5.540,91.253,4,3.699,91.167
4,3.873,91.203,2,4.359,91.163,11,2.433,91.219,3,2.349,91.155,4,2.198,91.231
4,2.419,91.175,2,3.147,91.171,11,4.040,91.177,3,3.887,91.147,4,3.219,91.268
4,4.029,91.132,9,2.273,91.124,2,2.291,91.192,4,2.380,91.211,5,2.547,91.146
3,4.268,91.231,10,2.366,91.173,1,4.658,91.145,4,4.015,91.146,4,3.986,91.187
4,2.221,91.131,2,3.038,91.217,11,2.453,91.234,3,2.339,91.230,4,2.350,91.211
4,2.662,91.227,8,2.381,91.199,8,2.469,91.225,3,2.261,91.187,2,2.250,91.091
5,3.908,91.199,2,2.306,91.101,11,2.247,91.388,3,4.048,91.144,5,2.795,91.187
4,2.330,91.072,2,2.236,91.204,11,2.229,91.114,3,2.202,91.272,5,2.353,91.158
5,3.948,91.095,2,2.394,91.150,11,2.251,91.051,4,2.367,91.187,1,2.275,91.173
5,2.259,91.163,14,2.321,91.255,10,4.242,91.105,4,3.969,91.252,5,2.648,91.259
4,3.047,91.166,2,3.868,91.221,11,2.707,91.235,3,2.503,91.175,4,3.997,91.191
5,3.230,91.088,2,4.220,91.202,11,2.621,91.269,4,2.258,91.153,4,2.296,91.145
4,2.217,91.149,2,2.231,91.135,11,2.419,91.230,3,3.943,91.205,4,3.981,91.131
3,2.385,91.235,10,2.273,91.167,1,2.377,91.250,4,2.203,91.097,5,2.246,91.153
4,3.874,91.256,8,4.214,91.193,8,3.488,91.152,3,2.251,91.157,4,2.283,91.191
5,6.746,91.144,11,6.170,91.221,15,2.252,91.252,4,3.897,91.116,4,2.500,91.178
4,2.282,91.209,2,2.271,91.179,11,2.343,91.168,3,2.273,91.183,4,3.235,91.128
5,2.344,91.299,11,2.446,91.146,15,2.565,91.229,4,2.298,91.273,3,2.325,91.235
5,2.537,91.159,2,2.374,91.263,11,2.280,91.140,4,2.245,91.173,3,2.265,91.158
4,2.197,91.171,2,2.308,91.309,11,2.274,91.183,3,2.494,91.108,4,2.253,91.244
5,2.761,91.178,9,2.234,91.293,2,4.113,91.133,1,4.009,91.226,4,3.046,91.237
2,3.996,91.164,2,2.307,91.203,11,2.264,91.146,3,2.291,91.264,5,2.309,91.240
2,2.615,91.206,2,2.377,91.198,11,2.264,91.074,3,2.348,91.159,4,2.351,91.244
4,2.367,91.192,2,2.262,91.184,11,2.388,91.144,3,2.432,91.157,4,2.374,91.181
5,2.266,91.077,2,2.665,91.259,11,3.592,91.226,4,3.877,91.147,5,3.775,91.224
5,2.748,91.190,8,2.416,91.151,8,2.318,91.227,1,2.617,91.229,5,2.768,91.161
4,2.283,91.154,2,2.384,91.229,11,2.453,91.198,3,4.023,91.166,4,3.260,91.155
5,2.580,91.148,8,2.305,91.333,8,2.289,91.268,4,2.261,91.203,4,2.322,91.249
4,2.360,91.177,2,3.498,91.114,11,2.231,91.266,3,2.214,91.235,4,2.248,91.114
4,2.269,91.086,2,2.350,91.142,11,2.577,91.165,3,2.293,91.149,4,2.295,91.271
4,2.344,91.208,12,2.225,91.237,14,2.371,91.136,3,3.583,91.228,4,2.821,91.199
4,2.642,91.179,2,2.357,91.175,11,2.276,91.203,3,3.085,91.163,4,2.672,91.283
5,2.825,91.177,2,2.730,91.106,11,3.001,91.152,4,2.784,91.128,5,4.472,91.229
2,4.353,91.207,2,2.594,91.230,11,2.411,91.163,3,2.211,91.171,4,3.167,91.228
2,3.942,91.201,8,2.325,91.142,8,2.323,91.145,2,2.428,91.138,4,2.309,91.187
4,3.318,91.205,2,3.027,91.195,11,2.893,91.069,3,2.359,91.171,3,2.267,91.195
4,2.269,91.249,2,2.261,91.105,11,2.220,91.249,3,2.242,91.276,4,2.240,91.210
4,2.376,91.120,2,3.586,91.021,11,2.449,91.146,3,2.238,91.186,5,4.094,91.225
5,3.871,91.261,9,2.543,91.181,2,3.201,91.201,4,4.076,91.261,5,2.407,91.245
4,2.853,91.218,14,2.646,91.208,10,2.765,91.164,3,4.582,91.251,4,2.231,91.211
5,2.311,91.165,2,2.322,91.201,11,2.234,91.158,4,2.189,91.199,4,2.214,91.154
4,2.260,91.192,2,3.905,91.229,11,2.391,91.201,3,3.027,91.085,4,2.307,91.259
4,2.523,91.241,2,2.285,91.184,11,2.438,91.213,3,2.315,91.199,5,2.277,91.117
5,2.313,91.258,8,2.298,91.168,8,2.440,91.157,1,2.388,91.158,4,2.355,91.090
4,4.518,91.133,8,2.660,91.201,9,2.789,91.187,3,2.342,91.352,4,2.316,91.160
2,2.243,91.200,2,4.559,91.185,11,5.783,91.131,3,2.372,91.180,4,2.587,91.225
4,2.625,91.131,14,4.016,91.287,10,2.472,91.220,3,2.283,91.159,4,4.140,91.103
5,3.917,91.071,8,2.349,91.118,8,2.423,91.157,4,2.201,91.176,2,2.219,91.229
4,2.413,91.100,2,3.754,91.234,11,2.266,91.159,3,2.415,91.114,4,2.247,91.182
4,2.497,91.293,2,2.263,91.086,11,10.176,91.155,3,3.904,91.148,4,2.457,91.188
2,3.905,91.214,10,2.826,91.177,1,2.334,91.222,1,2.261,91.182,4,2.255,91.220
5,2.387,91.197,12,2.467,91.223,14,2.803,91.226,4,2.807,91.332,3,2.273,91.089
2,2.641,91.240,2,4.642,91.202,11,2.401,91.172,3,2.701,91.144,4,3.958,91.143
4,4.008,91.218,2,3.963,91.186,11,4.481,91.177,3,2.262,91.166,4,2.370,91.140
4,2.459,91.329,2,4.159,91.137,11,4.973,91.145,3,4.037,91.202,5,3.848,91.210
5,2.997,91.167,8,2.192,91.133,8,2.290,91.225,4,2.215,91.140,5,2.338,91.123
5,2.906,91.233,9,2.713,91.202,2,3.703,91.081,4,2.721,91.228,4,2.840,91.173
4,3.009,91.201,2,2.630,91.104,11,2.610,91.206,3,3.062,91.110,4,2.212,91.104
4,3.867,91.246,2,2.379,91.188,11,2.269,91.242,3,3.893,91.117,5,2.454,91.084
2,2.352,91.117,2,2.332,91.221,11,2.676,91.173,3,2.235,91.277,4,2.355,91.140
2,2.504,91.222,2,2.961,91.086,11,3.688,91.185,3,3.782,91.121,4,2.338,91.150
4,2.274,91.239,14,3.983,91.091,10,3.859,91.103,3,3.893,91.189,4,3.931,91.138
2,3.892,91.246,2,2.307,91.217,11,2.374,91.176,3,2.283,91.139,4,2.218,91.160
5,3.672,91.185,2,2.458,91.109,11,2.438,91.266,4,2.324,91.224,4,3.993,91.112
2,3.823,91.233,10,2.614,91.195,1,2.296,91.121,3,2.345,91.213,3,3.871,91.213
5,2.295,91.186,8,2.598,91.234,8,2.307,91.240,4,2.263,91.185,4,4.002,91.233
2,3.215,91.206,2,3.985,91.180,11,2.872,91.138,3,2.508,91.188,5,3.643,91.238
5,3.032,91.301,9,2.236,91.248,2,2.302,91.146,1,2.392,91.222,3,2.386,91.267
5,2.334,91.229,8,2.393,91.226,8,2.406,91.167,4,2.312,91.238,4,2.299,91.181
4,2.215,91.250,8,2.617,91.104,9,2.306,91.134,3,2.560,91.153,5,2.471,91.117
5,3.002,91.195,9,2.618,91.153,2,2.881,91.181,4,4.237,91.122,3,4.185,91.168
2,3.057,91.191,2,3.862,91.154,11,2.251,91.189,3,3.889,91.231,4,3.812,91.177
4,3.885,91.236,13,2.266,91.191,5,3.940,91.116,4,2.361,91.161,4,2.279,91.268
2,2.519,91.119,2,2.398,91.276,11,2.353,91.178,3,2.357,90.983,4,2.270,91.221
2,3.728,91.177,9,2.319,91.190,2,2.545,91.169,2,2.585,91.207,3,2.397,91.203
4,2.595,91.136,2,2.282,91.230,11,2.267,91.246,1,2.291,91.150,3,2.211,91.127
4,2.197,91.172,0,2.329,91.151,0,2.257,91.270,4,2.471,91.118,3,2.292,91.208
4,3.891,91.065,2,2.259,91.223,11,2.337,91.179,3,2.227,91.206,5,2.243,91.136
4,2.533,91.212,2,2.248,91.307,11,2.308,91.149,3,2.227,91.154,4,3.554,91.252
4,3.497,91.222,2,4.623,91.157,11,2.415,91.163,3,2.400,91.244,5,2.306,91.146
3,2.268,91.234,10,2.247,91.206,1,2.297,91.139,1,2.266,91.192,3,2.495,91.169
2,2.309,91.248,2,2.454,91.237,11,2.212,91.198,3,3.981,91.184,4,3.804,91.151
4,3.955,91.135,2,2.300,91.134,11,4.128,91.115,3,2.231,91.244,4,2.384,91.189
2,2.790,91.145,2,2.282,91.132,11,2.211,91.224,3,2.327,91.224,4,3.513,91.154
4,5.354,91.185,2,2.410,91.213,11,2.452,91.156,3,2.318,91.167,5,2.303,91.212
4,2.257,91.233,13,2.240,91.178,5,3.968,91.199,3,2.703,91.161,4,2.401,91.239
4,2.392,91.168,2,2.412,91.323,11,2.371,91.161,3,2.444,91.151,4,2.387,91.158
2,2.263,91.277,2,3.045,91.160,11,4.386,91.292,3,2.357,91.277,4,3.868,91.241
2,4.054,91.124,11,2.451,91.199,15,3.645,91.229,3,2.374,91.202,4,2.287,91.209
4,2.279,91.111,2,2.327,91.193,11,2.339,91.181,3,3.373,91.194,4,3.969,91.273
5,2.745,91.211,2,2.869,91.079,11,2.377,91.107,1,2.263,91.086,4,2.302,91.218
4,4.017,91.135,2,2.308,91.163,11,2.277,91.192,3,2.311,91.215,4,2.246,91.178
4,3.937,91.217,13,2.819,91.133,5,3.004,91.210,4,4.718,91.170,4,4.128,91.145
4,3.707,91.139,2,2.540,91.132,11,2.298,91.169,3,2.369,91.232,5,2.242,91.139
4,2.438,91.168,2,2.759,91.198,11,3.608,91.108,3,2.728,91.186,4,2.803,91.188
2,2.390,91.128,8,3.894,91.143,8,3.886,91.276,3,4.383,91.178,4,2.532,91.271
4,2.302,91.216,8,3.894,91.129,9,2.332,91.154,3,2.219,91.245,4,2.226,91.258
4,2.341,91.242,2,2.603,91.225,11,2.501,91.162,3,2.276,91.203,4,2.234,91.143
5,2.260,91.110,8,4.427,91.188,8,3.866,91.090,4,2.312,91.092,4,2.592,91.161
2,2.456,91.225,12,3.740,91.183,14,2.306,91.154,3,2.319,91.151,4,2.292,91.298
4,2.582,91.214,2,2.321,91.276,11,2.313,91.170,3,2.438,91.139,4,2.306,91.172
4,3.893,91.146,2,5.891,91.122,11,9.852,91.109,3,4.095,91.105,4,2.355,91.183
4,2.453,91.242,10,2.693,91.230,1,2.350,91.112,2,2.258,91.209,3,2.233,91.190
2,3.158,91.146,2,2.821,91.177,11,2.254,91.249,3,3.268,91.227,4,5.342,91.235
4,2.903,91.180,14,2.263,91.193,10,3.867,91.231,3,2.306,91.276,4,2.280,91.183
4,2.436,91.074,9,3.075,91.195,16,4.025,91.203,4,2.321,91.244,5,3.965,91.087
5,3.182,91.174,8,7.553,91.115,8,4.954,91.152,4,2.557,91.049,4,2.734,91.234
4,3.577,91.154,0,3.252,91.149,0,4.210,91.194,2,3.963,91.192,4,2.871,91.160
2,4.014,91.204,2,3.905,91.222,11,2.391,91.223,3,2.350,91.209,4,5.218,91.217
5,4.182,91.210,0,2.325,91.183,0,2.320,91.136,4,3.905,91.105,2,2.230,91.130
4,2.892,91.225,2,5.155,91.194,11,4.637,91.205,3,2.429,91.229,5,2.800,91.159
2,2.302,91.125,2,2.290,91.096,11,3.855,91.182,3,2.244,91.150,5,5.377,91.188
4,4.344,91.166,12,2.459,91.271,14,2.774,91.107,4,2.249,91.217,3,3.958,91.256
5,2.284,91.175,9,4.130,91.219,16,5.762,91.190,4,3.849,91.124,5,2.313,91.107
2,2.289,91.252,2,2.351,91.177,11,4.079,91.226,3,4.629,91.227,3,4.381,91.282
4,2.429,91.274,2,3.932,91.202,11,2.533,91.196,3,2.584,91.186,5,4.272,91.056
2,3.751,91.186,2,4.459,91.198,11,4.451,91.156,3,2.246,91.154,4,3.900,91.201
4,3.958,91.160,2,2.226,91.170,11,2.313,91.231,3,5.034,91.241,3,5.739,91.170
4,2.545,91.157,13,2.322,91.185,12,2.254,91.220,3,9.762,91.212,4,2.405,91.166
2,4.900,91.199,2,4.401,91.121,11,3.542,91.173,3,2.685,91.206,4,3.709,91.158
4,2.306,91.222,8,2.176,91.112,8,2.319,91.171,3,5.319,91.233,5,5.653,91.122
5,2.307,91.131,11,2.388,91.184,15,2.429,91.193,4,2.262,91.272,5,2.561,91.161
4,4.174,91.121,8,4.918,91.232,9,2.245,91.226,3,2.355,91.229,4,2.256,91.154
2,2.600,91.254,2,2.328,91.226,11,4.720,91.159,3,4.495,91.302,4,2.288,91.189
2,2.324,91.103,8,2.350,91.237,8,2.351,91.153,3,3.119,91.209,4,2.232,91.071
4,4.772,91.073,2,4.083,91.171,11,2.299,91.237,3,2.348,91.351,4,2.345,91.127
4,2.263,91.238,2,4.394,91.201,11,3.859,91.264,3,3.361,91.128,4,2.259,91.168
5,2.713,91.228,8,2.882,91.157,8,2.353,91.200,4,2.359,91.131,4,4.811,91.232
4,4.277,91.201,12,2.249,91.234,14,2.352,91.146,3,2.728,91.179,4,2.463,91.147
4,3.862,91.188,2,3.958,91.230,11,4.086,91.271,3,4.501,91.152,4,2.654,91.176
2,3.878,91.096,2,2.466,91.119,11,2.280,91.172,3,2.312,91.197,4,4.722,91.072
5,4.144,91.167,12,2.234,91.185,17,2.241,91.218,4,2.259,91.198,3,2.354,91.138
2,2.826,91.118,2,4.198,91.151,11,4.325,91.138,3,2.582,91.190,4,2.265,91.165
4,2.358,91.212,13,2.212,91.166,12,2.373,91.216,3,2.198,91.239,4,9.962,91.251
4,2.983,91.120,14,3.938,91.267,10,2.456,91.104,3,2.207,91.113,4,2.269,91.077
4,2.186,91.280,2,3.442,91.204,11,4.466,91.159,3,3.552,91.240,3,8.206,91.187
4,2.988,91.231,9,2.449,91.147,2,3.823,91.253,4,4.394,91.196,2,4.379,91.079
4,2.926,91.132,2,2.618,91.231,11,2.541,91.256,3,2.310,91.304,5,2.482,91.106
4,2.334,91.128,2,3.455,91.100,11,4.800,91.168,3,2.818,91.151,4,2.402,91.210
5,2.248,91.255,10,2.383,91.268,1,2.268,91.194,1,3.877,91.075,5,4.972,91.223
2,2.212,91.213,12,2.175,91.088,14,3.189,91.194,3,3.261,91.204,4,2.376,91.169
4,4.989,91.302,2,5.528,91.197,11,2.527,91.150,3,2.363,91.200,4,2.536,91.135
4,2.411,91.204,2,2.266,91.214,11,4.096,91.242,3,4.030,91.240,4,3.858,91.223
5,2.397,91.174,8,2.231,91.140,8,2.319,91.214,4,2.339,91.119,4,2.321,91.076
5,4.305,91.133,9,5.070,91.243,16,3.890,91.259,4,2.427,91.092,3,2.347,91.164
2,2.227,91.184,8,2.354,91.188,8,4.410,91.180,3,3.497,91.258,3,3.907,91.243
4,2.352,91.237,2,2.317,91.213,11,2.320,91.219,3,3.769,91.232,4,8.377,91.118
2,3.351,91.138,2,2.380,91.237,11,2.656,91.154,3,4.566,91.221,5,3.705,91.146
2,3.313,91.226,2,3.985,91.081,11,6.613,91.229,3,9.216,91.223,4,2.917,91.194
2,2.440,91.169,2,2.246,91.149,11,2.290,91.198,3,2.456,91.189,4,5.914,91.260
5,4.772,91.233,8,2.312,91.274,8,2.210,91.149,4,2.408,91.175,2,3.978,91.215
4,2.179,91.155,2,5.391,91.187,11,4.103,91.196,3,3.942,91.181,4,2.326,91.206
5,2.607,91.193,8,2.218,91.211,9,2.332,91.224,1,2.264,91.218,5,5.233,91.132
4,15.133,91.279,2,2.452,91.278,11,2.192,91.200,3,3.928,91.257,5,3.490,91.176
4,2.972,91.109,12,4.905,91.069,17,4.590,91.125,4,3.773,91.168,2,3.908,91.154
4,4.219,91.148,2,2.533,91.141,11,2.250,91.068,3,4.939,91.237,4,4.304,91.063
4,2.414,91.226,2,2.292,91.168,11,2.234,91.063,3,4.104,91.217,4,2.287,91.158
4,2.262,91.217,9,4.748,91.208,16,3.984,91.188,4,4.004,91.201,4,3.402,91.119
5,2.200,91.210,8,2.461,91.182,8,2.413,91.099,4,4.324,91.166,3,3.992,91.255
2,2.319,91.142,10,2.412,91.175,1,2.387,91.240,3,2.243,91.089,3,2.296,91.216
2,4.050,91.151,2,3.997,91.186,11,2.176,91.181,3,2.296,91.203,4,3.706,91.214
5,2.756,91.147,8,2.540,91.118,9,2.279,91.282,4,3.889,91.217,2,4.596,91.083
5,2.399,91.197,8,2.485,91.220,8,2.227,91.169,4,2.362,91.227,3,2.361,91.201
4,4.608,91.243,2,3.894,91.209,11,2.404,91.205,3,2.703,91.215,5,2.245,91.141
4,2.364,91.274,10,2.401,91.185,1,3.616,91.177,2,4.457,91.105,4,2.789,91.222
4,2.242,91.190,2,2.199,91.239,11,2.256,91.122,3,2.302,91.163,4,2.249,91.158
4,4.229,91.244,2,3.750,91.182,11,4.055,91.150,3,2.433,91.215,5,2.354,91.144
4,2.347,91.246,2,2.212,91.217,11,3.994,91.122,3,3.793,91.208,5,2.205,91.233
4,2.261,91.273,2,2.238,91.184,11,2.255,91.173,3,2.449,91.166,4,4.517,91.101
5,3.597,91.153,8,2.236,91.137,9,2.337,91.152,4,2.346,91.198,4,2.413,91.226
4,2.258,91.193,12,2.250,91.142,14,11.348,91.235,4,2.328,91.119,3,2.367,91.173
2,2.308,91.212,2,2.300,91.209,11,2.910,91.177,3,2.390,91.193,3,4.756,91.199
4,3.712,91.201,2,2.284,91.199,11,2.265,91.211,3,2.277,91.187,4,3.937,91.146
4,2.350,91.245,2,3.813,91.139,11,4.149,91.181,3,2.292,91.228,5,2.342,91.181
4,2.252,91.149,2,2.424,91.083,11,2.531,91.185,3,2.360,91.182,5,4.209,91.117
5,4.500,91.192,9,2.911,91.220,16,4.416,91.173,4,2.380,91.155,5,2.381,91.155
4,2.376,91.139,2,3.586,91.188,11,4.416,91.163,3,2.615,91.134,5,4.138,91.233
4,2.251,91.198,12,2.232,91.207,14,2.258,91.134,3,4.195,91.240,4,4.243,91.232
2,2.243,91.251,2,4.203,91.225,11,2.752,91.226,3,2.354,91.165,4,2.562,91.253
5,2.371,91.221,12,4.782,91.182,14,4.062,91.227,4,2.348,91.168,3,2.319,91.162
2,2.247,91.174,2,2.290,91.173,11,2.399,91.248,3,3.884,91.181,4,3.939,91.273
4,2.742,91.206,2,2.503,91.256,11,2.711,91.177,3,2.166,91.150,5,2.353,91.263
4,4.571,91.236,2,4.250,91.124,11,2.887,91.175,3,2.516,91.163,5,2.224,91.191
5,2.282,91.150,8,2.303,91.165,8,2.533,91.226,4,5.364,91.091,4,5.094,91.172
4,2.369,91.166,2,2.254,91.206,11,2.513,91.109,3,2.239,91.285,5,3.886,91.174
4,4.821,91.168,8,4.001,91.235,8,2.950,91.306,3,2.280,91.167,4,2.442,91.215
5,2.279,91.126,12,4.067,91.123,14,4.842,91.132,4,4.969,91.137,3,2.451,91.114
3,2.342,91.182,10,2.787,91.134,1,2.216,91.158,1,2.284,91.203,5,4.163,91.162
5,3.961,91.250,8,4.115,91.178,8,2.942,91.146,4,2.280,91.166,3,3.944,91.222
2,2.229,91.212,2,3.380,91.256,11,6.001,91.244,3,4.889,91.185,4,2.281,91.147
4,2.340,91.188,2,2.255,91.241,11,2.555,91.181,3,2.523,91.185,4,3.899,91.207
2,4.184,91.179,2,3.179,91.221,11,3.955,91.247,3,2.359,91.152,3,2.598,91.148
4,3.900,91.122,13,2.309,91.191,5,4.572,91.264,4,4.106,91.164,4,2.322,91.133
